STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Karoly korut,V,82,2,725.0,4.0,3.0,,1.0,1.0,4.0,,0,3.0,0.0,0,,street,2.0,,0.0,,0.0,,,
 Marek Jozsef utca,VII,58,2,423.0,5.0,3.0,,1.0,0.0,2.0,2.0,0,4.0,45.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Istenhegy,XII,60,2,846.0,,3.0,,1.0,1.0,,,1,4.0,0.0,0,,garden,0.0,0.0,,1.0,,not allowed,1,
 Visegradi utca,XIII,55,2,544.0,5.0,3.0,,4.0,1.0,5.0,1.0,0,1.0,60.0,1,south-east,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Bartok Bela ut,XI,83,3,574.0,5.0,3.0,,2.0,0.0,4.0,1.0,0,1.0,60.0,0,south-east,street,0.0,0.0,0.0,0.0,0.0,not allowed,0,
 Egressy ut,XIV,49,2,535.0,6.0,3.0,,2.0,1.0,5.0,1.0,1,4.0,45.0,0,south-east,street,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vorosmarty utca,VI,33,1,362.0,5.0,3.0,,0.0,0.0,3.0,1.0,0,4.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Pusztaszeri ut,II,45,1,453.0,5.0,3.0,,0.0,0.0,3.0,2.0,0,1.0,45.0,0,south-east,garden,0.0,0.0,0.0,0.0,1.0,not allowed,0,
 Menyecske utca,XI,70,1,510.0,5.0,3.0,,7.0,1.0,10.0,1.0,1,4.0,60.0,1,west,panoramic,6.0,0.0,0.0,1.0,0.0,not allowed,1,1.0
 Csengery utca,VI,48,2,529.0,5.0,3.0,,3.0,0.0,4.0,1.0,0,4.0,45.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szilas park,XV,83,3,664.0,6.0,3.0,,3.0,1.0,4.0,1.0,1,2.0,60.0,1,south-east,street,10.0,0.0,0.0,1.0,0.0,not allowed,0,
 Egressy ut 27.,XIV,33,1,453.0,5.0,3.0,,4.0,1.0,6.0,1.0,0,4.0,106.0,1,north-west,garden,5.0,,,1.0,0.0,not allowed,1,
 Egressy ut 27.,XIV,47,2,725.0,5.0,3.0,,4.0,1.0,6.0,1.0,0,4.0,136.0,1,north-west,,6.0,,,1.0,0.0,not allowed,1,
 Csango utca,XIII,44,1,453.0,5.0,3.0,,6.0,1.0,8.0,1.0,1,3.0,45.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Sobieski Janos utca,IX,53,1,483.0,6.0,3.0,,4.0,1.0,6.0,1.0,1,3.0,60.0,0,south-west,court,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Orlay utca,XI,102,3,755.0,5.0,3.0,,0.0,1.0,5.0,1.0,0,1.0,121.0,0,south-east,street,0.0,0.0,0.0,0.0,0.0,not allowed,0,
 Viziorgona utca,III,52,2,453.0,5.0,3.0,,2.0,1.0,10.0,1.0,0,2.0,60.0,0,south-east,street,3.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Dayka Gabor utca,XI,57,2,513.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,1.0,60.0,0,south-east,street,0.0,0.0,0.0,0.0,0.0,not allowed,0,
 Rozsa utca,IV,35,1,378.0,4.0,3.0,,5.0,1.0,10.0,1.0,1,4.0,91.0,0,,street,0.0,,,1.0,0.0,not allowed,1,0.0
 Rozsa utca,VII,67,3,664.0,6.0,3.0,,4.0,1.0,7.0,1.0,0,4.0,60.0,0,south-east,court,8.0,1.0,0.0,1.0,0.0,not allowed,0,
 Huvosvolgy,II,120,3,1783.0,5.0,3.0,,3.0,1.0,4.0,1.0,1,4.0,0.0,0,,panoramic,0.0,0.0,1.0,1.0,0.0,not allowed,0,
 Ujlak,II,125,3,2398.0,5.0,4.0,,0.5,0.0,,,0,2.0,0.0,0,,street,0.0,0.0,,1.0,1.0,not allowed,1,
 Vezer utca,XIV,40,2,423.0,5.0,3.0,,2.0,,4.0,,1,4.0,39.0,0,,street,0.0,0.0,0.0,1.0,0.0,,0,
 Devai utca,XIII,24,1,332.0,5.0,3.0,,,,,2.0,1,4.0,0.0,0,,court,0.0,,,1.0,,,0,
 Orszagut,II,65,2,601.0,4.0,,,0.0,0.0,,2.0,0,,0.0,0,south,,2.0,,0.0,,,,,
 Csengery utca,VI,60,3,664.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Erzsebet ter 5.,V,54,2,710.0,4.0,3.0,17,1.0,1.0,5.0,2.0,0,2.0,0.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Aradi utca 17.,IV,35,1,332.0,4.0,3.0,,4.0,1.0,10.0,1.0,1,1.0,0.0,0,east,garden,0.0,0.0,0.0,,0.0,not allowed,1,0.0
 Kossuth Lajos utca 63.,XXI,35,1,302.0,3.0,,,2.0,0.0,4.0,1.0,0,1.0,0.0,0,,court,0.0,0.0,0.0,0.0,1.0,not allowed,1,
 Kondorosi ut,XI,26,1,453.0,5.0,,,3.0,1.0,,1.0,0,,0.0,0,east,,8.0,,0.0,,,,,
 Kobanyai ut,X,35,1,423.0,5.0,3.0,12,4.0,0.0,4.0,1.0,1,4.0,60.0,0,south,street,0.0,1.0,0.0,1.0,1.0,not allowed,1,0.0
 Liliom utca,IX,45,1,513.0,5.0,3.0,,1.0,1.0,4.0,2.0,1,4.0,0.0,0,,street,0.0,,0.0,1.0,,,0,
 Gergely utca 106.,X,66,3,634.0,6.0,3.0,17,1.0,0.0,3.0,1.0,1,1.0,0.0,0,south-east,court,8.0,0.0,0.0,1.0,0.0,not allowed,1,
 Kavics utca,II,61,2,755.0,6.0,3.0,,2.0,1.0,4.0,1.0,1,1.0,0.0,0,south-west,garden,16.0,,,1.0,0.0,not allowed,0,
 Futorozsa utca,XVI,42,1,378.0,5.0,3.0,,0.0,,3.0,1.0,0,3.0,0.0,1,,court,3.0,,0.0,,,,1,
 Greguss utca,XII,44,1,393.0,5.0,3.0,,3.0,0.0,4.0,2.0,1,2.0,45.0,0,,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Szekely Mihaly utca 3.,VI,40,2,664.0,5.0,3.0,,,1.0,,1.0,1,4.0,0.0,0,,,3.0,,,,,not allowed,,
 Fehervari ut 152/b,XI,30,1,393.0,4.0,3.0,4,1.0,0.0,3.0,1.0,1,2.0,60.0,0,east,court,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Aliz utca 6A,XI,33,1,513.0,,,,,,,,0,,0.0,0,,,10.0,,,,,,,
 Zichy Jeno utca,VI,30,1,453.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Zapor utca,III,50,2,468.0,4.0,,,3.0,1.0,10.0,,0,4.0,60.0,0,,street,3.0,,,1.0,0.0,,0,
 Tatra utca,XIII,52,2,649.0,5.0,,,4.0,1.0,4.0,,1,4.0,45.0,0,,street,3.0,,,1.0,0.0,,0,
 Eotvos utca,VI,93,3,1269.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,106.0,0,,court,10.0,,,1.0,0.0,,0,
 Marko utca,V,105,4,915.0,4.0,3.0,,5.0,1.0,6.0,,1,4.0,60.0,0,west,panoramic,4.0,,,1.0,0.0,,0,
 Cseppko utca,II,85,3,604.0,5.0,3.0,,2.0,,2.0,,1,4.0,91.0,0,,panoramic,10.0,1.0,,1.0,1.0,,0,
 Visegradi utca,XIII,32,1,362.0,5.0,3.0,,3.0,1.0,5.0,,0,4.0,0.0,0,,court,0.0,,0.0,1.0,,,0,
 Mariassy utca,IX,32,1,483.0,6.0,3.0,18,8.0,1.0,9.0,1.0,1,3.0,0.0,1,west,panoramic,7.0,,0.0,1.0,,,,
 Ferihegyi ut 97.,XVII,35,1,332.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Fehervari ut 24.,XI,58,2,423.0,4.0,2.0,,2.0,1.0,5.0,2.0,0,4.0,37.0,0,west,street,0.0,0.0,0.0,0.0,0.0,not allowed,0,
 Napkelte utca 3.,XI,51,2,664.0,,,,,,,,0,,0.0,0,,,8.0,,,,,,,
 Hollan Erno utca,XIII,53,2,574.0,5.0,,,1.0,1.0,,,0,4.0,0.0,0,,,2.0,,,,,not allowed,,
 Hegedus Gyula utca,XIII,85,2,574.0,4.0,3.0,,1.0,1.0,6.0,2.0,0,1.0,0.0,0,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dandar utca 9-11,IX,34,1,423.0,5.0,3.0,,3.0,1.0,6.0,1.0,1,4.0,0.0,1,,street,1.0,,0.0,1.0,0.0,,,
 Tabornok utca 5.,XIV,55,2,423.0,5.0,3.0,12,5.0,1.0,6.0,1.0,0,4.0,36.0,1,west,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Berkocsis utca,VIII,46,2,498.0,,3.0,17,5.0,1.0,6.0,1.0,1,,0.0,1,south-west,street,7.0,,0.0,1.0,0.0,,,
 Kozepso-Ferencvaros  Rehabilitacios terulet,IX,51,2,725.0,5.0,,,2.0,1.0,,1.0,0,,0.0,0,north,,5.0,,0.0,,,,,
 Karoly korut,V,88,3,906.0,4.0,,,4.0,1.0,,,1,1.0,121.0,1,,panoramic,6.0,,,,,,0,
 Angyalfold,XIII,65,2,1012.0,6.0,,,8.0,1.0,,,0,4.0,60.0,0,,panoramic,0.0,,,,0.0,,,
 Eotvos utca,XV,54,1,544.0,5.0,3.0,,2.0,1.0,3.0,1.0,1,2.0,38.0,0,,court,3.0,1.0,0.0,1.0,0.0,not allowed,0,
 Arpad utca,XXI,46,1,362.0,4.0,3.0,,6.0,1.0,10.0,1.0,0,4.0,0.0,0,east,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Paskal utca,XIV,93,4,906.0,,,,,,,,0,,0.0,0,,,15.0,,,,,,,
 Kiszuglo,XIV,115,3,906.0,4.0,,,1.0,0.0,,2.0,0,,0.0,0,east,street,12.0,,0.0,,,,,
 Palya utca,XVI,71,1,513.0,4.0,,,4.0,0.0,,1.0,0,,0.0,0,south-west,street,0.0,,0.0,,,,,
 Szekes utca 5.,IV,73,2,483.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Nyirpalota ut,XV,53,2,423.0,,3.0,,6.0,1.0,7.0,1.0,0,3.0,0.0,0,,panoramic,0.0,0.0,,,0.0,not allowed,1,
 Futo utca 25.,VIII,29,1,423.0,5.0,,,1.0,1.0,4.0,1.0,0,,0.0,0,west,court,0.0,0.0,,1.0,0.0,not allowed,0,
 Safrany utca,XI,54,1,544.0,5.0,,,2.0,1.0,10.0,,0,3.0,0.0,0,west,,5.0,,0.0,,0.0,,0,1.0
 Torok utca,II,36,1,483.0,5.0,3.0,,1.0,0.0,2.0,2.0,1,1.0,45.0,0,south-east,court,0.0,0.0,0.0,,,not allowed,0,
 Kaldy Gyula utca 12.,VI,70,2,483.0,4.0,3.0,,1.0,1.0,4.0,2.0,0,2.0,106.0,0,,garden,0.0,,0.0,1.0,,,0,
 Margit utca,XVI,62,2,664.0,5.0,,,1.0,0.0,2.0,,1,4.0,76.0,0,,court,0.0,,0.0,1.0,0.0,,,
 Kobolkut utca,XI,32,1,378.0,5.0,3.0,,0.0,0.0,2.0,2.0,0,4.0,60.0,1,south,garden,0.0,1.0,0.0,1.0,0.0,not allowed,0,
 Karoly korut 3c,VII,48,2,513.0,5.0,5.0,,5.0,1.0,5.0,2.0,1,4.0,60.0,0,,court,0.0,,0.0,1.0,,,,
 Ulloi ut,IX,63,3,541.0,5.0,3.0,,7.0,1.0,10.0,1.0,0,1.0,0.0,0,,,0.0,,,,,,0,
 Radnoti Miklos utca,XIII,116,3,1024.0,5.0,4.0,,2.0,1.0,5.0,,1,4.0,121.0,1,,street,3.0,0.0,,1.0,0.0,,0,
 Kassak Lajos utca,XIII,52,2,423.0,5.0,4.0,,1.0,1.0,10.0,1.0,0,4.0,136.0,0,west,court,6.0,0.0,0.0,1.0,0.0,not allowed,0,0.0
 Baranyai utca,XI,29,1,408.0,5.0,3.0,10,4.0,1.0,5.0,,0,,42.0,0,south-west,panoramic,0.0,,,1.0,0.0,not allowed,,
 Szemere utca,V,56,1,541.0,4.0,3.0,,0.5,0.0,5.0,,0,2.0,54.0,0,,court,0.0,,,1.0,1.0,,0,
 Szepvolgyi ut,III,53,2,1012.0,5.0,5.0,,3.0,1.0,5.0,1.0,1,4.0,0.0,1,south-east,panoramic,18.0,0.0,0.0,1.0,1.0,,1,
 Kossuth Lajos utca 13/A,XVIII,32,1,408.0,5.0,4.0,17,1.0,0.0,2.0,1.0,1,4.0,60.0,0,north,garden,2.0,1.0,1.0,1.0,0.0,not allowed,1,
 Bonyhadi ut,XIV,97,4,1359.0,6.0,4.0,,1.0,0.0,2.0,1.0,1,1.0,0.0,0,,street,18.0,,0.0,1.0,1.0,not allowed,0,
 Budapart ter,XI,36,1,529.0,6.0,3.0,17,5.0,1.0,7.0,1.0,1,3.0,0.0,1,south-west,panoramic,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Krisztinavaros  Varalja,I,85,4,1208.0,5.0,4.0,,4.0,1.0,6.0,1.0,1,1.0,136.0,0,west,panoramic,10.0,,,1.0,1.0,not allowed,0,
 Obuda-Ovaros,III,31,1,408.0,5.0,3.0,,0.0,,3.0,,0,2.0,0.0,0,west,garden,0.0,,0.0,1.0,0.0,not allowed,0,
 Kulso-Terezvaros,VI,33,1,453.0,5.0,3.0,,1.0,0.0,,2.0,0,,0.0,0,west,court,0.0,,0.0,1.0,1.0,,,
 Matyas ter,VIII,50,2,438.0,5.0,,,0.0,,,,0,4.0,106.0,0,,,0.0,,,1.0,,,,
 Nagy Templom utca,VIII,75,2,787.0,5.0,4.0,,4.0,1.0,7.0,1.0,0,4.0,0.0,1,,court,7.0,,,1.0,0.0,,0,
 Mester utca,IX,35,1,453.0,5.0,,,0.0,1.0,4.0,,0,4.0,42.0,0,,court,0.0,,,1.0,0.0,,0,
 Mester utca,IX,50,1,453.0,5.0,3.0,,0.0,,,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Barcsay utca 1.,VII,20,1,420.0,5.0,,,1.0,0.0,3.0,2.0,0,4.0,0.0,0,,street,0.0,,0.0,1.0,,,,
 Endrodi Sandor utca,II,40,2,393.0,5.0,3.0,,0.0,0.0,3.0,1.0,0,1.0,0.0,0,south,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Borso utca,XVII,40,1,423.0,5.0,3.0,,1.0,1.0,3.0,,0,4.0,91.0,0,,garden,10.0,,,,0.0,not allowed,,
 Frankel Leo ut 55.,II,61,2,598.0,5.0,3.0,,5.0,1.0,5.0,,1,4.0,0.0,0,south-west,,0.0,,,1.0,0.0,not allowed,0,
 Katona Jozsef utca 23.,XIII,28,1,347.0,,,,,,,,0,,0.0,0,,,1.0,,,,,,,
 Reviczky ezredes utca,III,54,1,604.0,5.0,3.0,,0.0,,4.0,1.0,0,3.0,91.0,0,south-west,garden,0.0,1.0,,,,,,
 Ilka utca 35.,XIV,108,3,664.0,4.0,3.0,,0.0,,,,0,1.0,0.0,0,,,0.0,,0.0,,,,0,
 Eotvos utca,VI,47,1,559.0,5.0,,,3.0,1.0,3.0,,1,4.0,36.0,0,,court,0.0,0.0,,1.0,,not allowed,0,
 Bajcsy-Zsilinszky ut 16.,V,70,2,664.0,4.0,3.0,,2.0,1.0,3.0,2.0,0,4.0,151.0,0,,court,0.0,0.0,,1.0,,not allowed,0,
 Kispest-Kertvaros,XIX,90,3,664.0,4.0,3.0,,0.0,0.0,2.0,1.0,0,3.0,60.0,0,,street,0.0,1.0,,,1.0,not allowed,1,
 Veso utca,XIII,47,2,453.0,5.0,3.0,,3.0,0.0,3.0,1.0,0,4.0,0.0,0,,,0.0,,0.0,1.0,0.0,not allowed,0,
 Ulloi ut 61.,IX,53,2,664.0,5.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,0.0,0,west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Bajcsy-Zsilinszky ut 60.,V,100,4,2088.0,5.0,5.0,,3.0,1.0,3.0,2.0,1,4.0,0.0,0,north,street,0.0,0.0,0.0,1.0,,,1,
 Andrassy ut 74.,VI,103,3,3042.0,5.0,5.0,,1.0,1.0,3.0,2.0,1,4.0,0.0,0,south-east,street,0.0,0.0,0.0,1.0,,,,
 Vaci ut 12.,XIII,100,4,3137.0,5.0,5.0,,4.0,1.0,4.0,2.0,1,4.0,0.0,0,south-east,street,0.0,0.0,0.0,1.0,,,,
 Deak Ferenc utca,V,74,3,755.0,5.0,3.0,,3.0,1.0,4.0,2.0,0,4.0,0.0,0,,,0.0,,,1.0,,,,
 Jozsef korut 35.,VIII,86,2,755.0,5.0,3.0,,1.0,1.0,,2.0,1,4.0,0.0,0,,,0.0,,,1.0,1.0,,,
 Vegyesz utca,XI,10,1,151.0,,,,,,,,0,,45.0,0,,,20.0,,,,,,,
 Goncol utca,XIII,36,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Budenz ut,II,71,1,755.0,5.0,3.0,,1.0,0.0,,1.0,0,,0.0,0,south-west,garden,9.0,,0.0,1.0,0.0,not allowed,1,
 Toronyhaz utca,IX,39,1,393.0,5.0,3.0,,3.0,0.0,4.0,,1,4.0,0.0,0,,garden,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Beszterce utca,III,25,1,438.0,,,,,,,,0,,0.0,0,,,3.0,,,,,,,
 Vizivaros,II,83,2,634.0,5.0,3.0,,3.0,1.0,4.0,2.0,1,3.0,60.0,0,,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Menyecske utca,XI,49,1,438.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kecskemeti utca 7.,V,74,2,997.0,5.0,5.0,,3.0,0.0,4.0,2.0,1,4.0,91.0,0,,court,0.0,,0.0,1.0,1.0,not allowed,,
 Felka utca,XIII,83,2,559.0,5.0,,,1.0,1.0,5.0,,0,3.0,0.0,0,,,0.0,,0.0,,,,0,
 Ferenc korut,IX,60,1,604.0,,,,,,,,0,,0.0,0,,,10.0,,,,,,,
 Dandar utca,IX,47,2,544.0,5.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,0.0,1,,street,5.0,,0.0,1.0,,,,
 Orszagut,II,44,1,423.0,5.0,3.0,,5.0,1.0,3.0,2.0,1,3.0,60.0,0,,garden,0.0,0.0,0.0,1.0,,not allowed,0,
 Kozepso-Ferencvaros  Rehabilitacios terulet,IX,39,1,453.0,6.0,,,5.0,1.0,,,0,,0.0,0,south-west,court,0.0,,0.0,,,,,
 Hold utca,V,78,2,682.0,5.0,,,3.0,1.0,4.0,,0,3.0,106.0,0,,court,0.0,,,1.0,1.0,,,
 Erno utca,IX,42,1,393.0,5.0,3.0,,3.0,1.0,5.0,1.0,0,3.0,0.0,0,,street,0.0,,,1.0,,,0,
 Kutvolgy,XII,46,1,423.0,4.0,3.0,,2.0,0.0,2.0,1.0,1,,0.0,0,south,panoramic,6.0,0.0,0.0,1.0,,,1,
 Futo utca,VIII,40,1,393.0,,,,,,,,0,,36.0,0,,,4.0,,,,,,,
 Tuzko utca,XI,54,1,181.0,,,,,,,,0,,0.0,0,,,3.0,,,,,,,
 Kek Golyo utca 22.,XII,63,2,785.0,6.0,,,4.0,1.0,5.0,1.0,0,3.0,0.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Varoshaz utca,V,40,1,544.0,4.0,,17,,1.0,,2.0,0,4.0,0.0,0,,,0.0,,0.0,,0.0,not allowed,1,
 Moricz Zsigmond korter 4.,XI,101,2,967.0,,3.0,,1.0,,1.0,1.0,0,4.0,0.0,0,north-west,street,0.0,0.0,0.0,,,,,
 Andrassy ut,VI,73,1,1574.0,5.0,3.0,,1.0,1.0,5.0,2.0,1,4.0,45.0,0,,panoramic,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Regi posta utca 2.,V,70,2,634.0,4.0,3.0,,5.0,1.0,7.0,1.0,1,3.0,100.0,0,,panoramic,10.0,,,1.0,,,0,
 Frakno utca 28/A,XI,65,3,513.0,3.0,3.0,,4.0,1.0,10.0,1.0,0,3.0,0.0,0,south-east,panoramic,4.0,0.0,0.0,0.0,0.0,not allowed,1,1.0
 Revesz utca 23.,XIII,70,3,944.0,5.0,2.0,18,5.0,1.0,7.0,1.0,1,4.0,0.0,0,south,panoramic,12.0,,,1.0,,,0,
 Cinka Panna utca,XIV,80,2,574.0,,,,,,,,0,,0.0,0,,,15.0,,,,,,,
 Paulay Ede utca 65.,VI,73,3,1364.0,5.0,5.0,,4.0,1.0,7.0,1.0,1,4.0,0.0,1,west,street,19.0,,,1.0,0.0,,0,
 Jokai utca,VI,53,3,1049.0,,5.0,,5.0,1.0,5.0,,1,4.0,0.0,0,,court,0.0,,1.0,1.0,,,,
 Ady Endre utca 11.,II,35,1,483.0,5.0,,,,,,,0,3.0,0.0,0,south-west,garden,0.0,1.0,,1.0,0.0,not allowed,0,
 Ferenc korut 23.,IX,40,1,332.0,3.0,3.0,,3.0,1.0,4.0,2.0,0,3.0,60.0,0,,,0.0,0.0,0.0,1.0,,,,
 Romai part,III,60,2,574.0,,,,,,,,0,,151.0,0,,,0.0,,,,,,,
 Dorottya utca 11.,V,55,1,846.0,5.0,3.0,,0.0,1.0,3.0,2.0,0,4.0,0.0,1,,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Bimbo ut,II,138,3,906.0,,,,2.0,0.0,2.0,2.0,1,3.0,0.0,0,,panoramic,15.0,,0.0,,1.0,,0,
 Balazs Bela utca,IX,55,2,634.0,,3.0,17,3.0,1.0,,,1,4.0,0.0,1,,garden,4.0,,0.0,1.0,,,,
 Csalogany utca,II,61,2,816.0,5.0,4.0,,6.0,1.0,6.0,2.0,1,4.0,0.0,0,,panoramic,13.0,0.0,1.0,,0.0,not allowed,0,
 Krudy utca 9.,VIII,30,1,453.0,,,,,,,,0,,54.0,0,,,0.0,,,,,,,
 Kiraly utca,VII,90,2,846.0,,,,,,,,0,,20.0,0,,,6.0,,,,,,,
 Chazar Andras utca 2.,XIV,51,2,589.0,5.0,3.0,,5.0,1.0,,1.0,0,4.0,91.0,0,east,street,8.0,,0.0,1.0,1.0,not allowed,0,
 Damjanich utca 9.,VII,33,1,393.0,4.0,2.0,,4.0,1.0,6.0,2.0,0,4.0,42.0,0,north-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Podmaniczky utca 11.,VI,100,4,1416.0,5.0,4.0,,3.0,1.0,3.0,2.0,0,4.0,151.0,0,north-west,street,0.0,0.0,0.0,1.0,,,0,
 Akacfa utca,VII,46,2,629.0,5.0,3.0,,7.0,1.0,8.0,1.0,1,3.0,60.0,0,east,court,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Pilvax koz,V,49,1,453.0,4.0,3.0,,5.0,1.0,5.0,2.0,1,4.0,0.0,0,south-east,court,0.0,,,1.0,0.0,,0,
 Belgrad rakpart,V,132,3,1049.0,5.0,,,2.0,1.0,4.0,2.0,1,1.0,106.0,0,west,panoramic,0.0,,0.0,,0.0,not allowed,,
 Sajo utca 4-8,VII,37,1,393.0,5.0,3.0,,4.0,1.0,5.0,1.0,0,4.0,0.0,1,,garden,4.0,,0.0,1.0,0.0,,0,
 Lenhossek utca 13.,IX,46,2,498.0,,3.0,17,2.0,1.0,,1.0,1,2.0,0.0,1,west,street,5.0,,,1.0,0.0,,0,
 Ujlipotvaros,XIII,58,2,589.0,5.0,3.0,,2.0,1.0,5.0,,0,1.0,0.0,0,south,,0.0,,,,0.0,not allowed,,
 Vitkovics Mihaly utca,V,35,1,544.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Csango utca,XIII,36,1,362.0,5.0,3.0,,7.0,1.0,8.0,1.0,1,3.0,48.0,0,south,panoramic,0.0,0.0,1.0,1.0,0.0,not allowed,0,
 Villanyi ut 45.,XI,63,1,589.0,5.0,2.0,,2.0,0.0,3.0,,0,3.0,0.0,0,south,panoramic,0.0,0.0,0.0,1.0,1.0,not allowed,1,
 Tunderkert utca,XII,70,2,1490.0,5.0,,,1.0,1.0,,1.0,0,,0.0,0,south-west,,1.0,,0.0,,,,,
 Kapas utca,II,25,1,362.0,5.0,2.0,,2.0,1.0,,2.0,0,4.0,0.0,0,,court,0.0,,0.0,1.0,,not allowed,0,
 Harmat koz,X,56,2,408.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,3.0,121.0,0,south-west,street,6.0,0.0,0.0,1.0,0.0,not allowed,1,
 Oktober 6. utca,V,89,2,891.0,4.0,3.0,,4.0,1.0,4.0,2.0,0,4.0,91.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Hungaria korut 15.,XIV,65,2,453.0,4.0,3.0,,1.0,,4.0,2.0,1,2.0,60.0,0,,,0.0,,0.0,,,,0,
 Szilas park,XV,43,1,453.0,5.0,3.0,12,2.0,0.0,4.0,1.0,1,1.0,0.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Szell Kalman ter,II,79,2,755.0,5.0,3.0,,2.0,,2.0,2.0,0,,0.0,0,,,0.0,,0.0,1.0,,,,
 Kozepso-Erzsebetvaros,VII,100,2,1269.0,5.0,,,3.0,0.0,3.0,2.0,0,4.0,60.0,0,,street,0.0,,0.0,1.0,,,0,
 Liszt Ferenc utca,IV,48,1,423.0,5.0,3.0,,3.0,0.0,3.0,,0,2.0,0.0,0,west,garden,0.0,,1.0,1.0,0.0,not allowed,1,
 Fazekas utca,II,42,2,544.0,5.0,3.0,,7.0,1.0,7.0,1.0,1,4.0,91.0,0,west,panoramic,8.0,0.0,0.0,1.0,0.0,,0,
 Szondi utca,VI,103,4,1586.0,5.0,4.0,,3.0,1.0,,,1,4.0,0.0,0,,street,0.0,,0.0,1.0,,not allowed,0,
 Kulso-Terezvaros,VI,39,1,664.0,5.0,,,1.0,,4.0,,0,4.0,0.0,0,,,3.0,,,1.0,0.0,not allowed,,
 Kiraly utca 38.,VI,78,1,906.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Damjanich utca,VII,38,1,423.0,5.0,3.0,17,4.0,1.0,5.0,2.0,0,4.0,0.0,0,south-west,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Oktober 6. utca,V,120,2,1510.0,5.0,3.0,,5.0,,5.0,,1,1.0,60.0,0,,panoramic,5.0,,,1.0,0.0,,0,
 Bem rakpart,II,49,2,997.0,5.0,3.0,,7.0,1.0,8.0,1.0,1,4.0,136.0,1,south,panoramic,8.0,0.0,0.0,1.0,,,0,
 Lehel utca,XIII,36,1,393.0,,,,,,,,0,,66.0,0,,,20.0,,,,,,,
 Zapor utca,III,48,2,468.0,4.0,3.0,7,3.0,1.0,10.0,1.0,0,,76.0,0,east,garden,4.0,0.0,0.0,1.0,0.0,not allowed,0,0.0
 Vaskapu utca,IX,47,1,483.0,,,,4.0,1.0,6.0,1.0,1,1.0,0.0,1,,garden,5.0,,,1.0,,,,
 Hamzsabegi ut,XI,49,2,453.0,,,,,,,,0,,0.0,0,,,6.0,,,,,,,
 Kisfaludy utca,VIII,25,1,362.0,5.0,,,2.0,1.0,,,0,3.0,0.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
